text,segment,intent,speaker
"OK, you want a medium two-topping pizza with banana peppers and onions with a side of garlic dipping sauce for pickup. Is that right?",garlic dipping sauce,pizza_ordering.preference.accept,ASSISTANT
"Sure, let me just confirm that you would like a large extra cheese, sausage, and bacon pizza.",large,pizza_ordering.size.pizza.accept,ASSISTANT
Ok is hand tossed cruist prefered?,hand tossed cruist,pizza_ordering.type.crust.accept,ASSISTANT
"Yeah, there's a place on Tennyson Street at 44th.",Tennyson Street at 44th,pizza_ordering.location.store.accept,USER
"2 medium pizzas. for the first: ham and pineapple. for the second: mushroom, green peppers and onions with gluten free crust.",ham and pineapple,pizza_ordering.type.topping.accept,ASSISTANT
"OK. I have your order as a medium pan pizza with pepperoni, ham and pineapple with red sauce and a pan crust.","with pepperoni, ham and pineapple",pizza_ordering.type.topping.accept,ASSISTANT
"Ok, so a pie with Everything crust and pesto sauce. On top there's an olive oil drizzle and prosciutto.",pesto sauce.,pizza_ordering.preference.accept,ASSISTANT
Okay. So that't 1 Large Brooklyn Pacific Veggie with hearty marinara sauce. Anything else?,Brooklyn Pacific Veggie,pizza_ordering.name.pizza.accept,ASSISTANT
Ok so you want a handtoss large pizza with pepperoni and mushroom?,large,pizza_ordering.size.pizza.accept,ASSISTANT
I need you to place an order for me at Pizza Hut.,Pizza Hut.,pizza_ordering.name.store.accept,USER
"you said  you want to order 3 large pizzas, all with extra cheese and thick crust, 1 ultimate pepperoni, 1 meat lovers with extra bacon and 1 Hawaiian pizza with extra ham.",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Hi, it's me. I just wanted to let you know the pizza will be ready for pickup in about 25 minutes.","Hi, it's me. I just wanted to let you know the pizza will be ready for pickup in about",pizza_ordering.pizza_order.accept,ASSISTANT
Better get a larger. even though they won't be home to eat it hot the boys will finish it off.,larger,pizza_ordering.size.pizza.accept,USER
"My third one, can I get Hawaiian pizza with extra ham and pepperoni Pineapple, sorry. And the fourth one, can I get a cheese pizza?",cheese pizza,pizza_ordering.name.pizza.accept,USER
Let's get a large unlimited topping of my choice with anchovies.,unlimited topping,pizza_ordering.name.pizza.accept,USER
I want a meat lovers pizza.,meat lovers,pizza_ordering.name.pizza.accept,USER
"To confirm, I have for you one large hand tossed pizza with pepperoni, green peppers, and mushrooms for carryout at 51 Stewart Avenue.",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Evoo, garlic, tomato, and basil.",tomato,pizza_ordering.type.topping.accept,ASSISTANT
Pan please.,Pan please,pizza_ordering.type.crust.accept,USER
"Ok. Bacon will be added to your Meat Marvel in place of Pepperoni and a Maui Zaui, is that correct?",Maui Zaui,pizza_ordering.name.pizza.accept,ASSISTANT
and what about cheese? whatever normally comes on it?,cheese,pizza_ordering.type.topping.accept,ASSISTANT
"So to confirm, you want one regular cheese and bacon pizza, is that right?",bacon,pizza_ordering.type.topping.accept,ASSISTANT
Almalfi's and the Pacific Veggie. I'll pick it up.,Almalfi's and the Pacific Veggie,pizza_ordering.name.pizza.accept,USER
your pizzas will be ready for pickup at Bella Luna's in 40 minutes.,Bella Luna's,pizza_ordering.name.store.accept,ASSISTANT
"i have ordered you 3 small pizzas with extra cheese, one mushroom, one pepperoni and one buffalo chicken.",small,pizza_ordering.size.pizza.accept,ASSISTANT
gluten-free crust pizzas.,gluten-free crust,pizza_ordering.type.crust.accept,USER
"ok to confirm, 2 large pizzas. One with Pepperoni and extra cheese and a hawaiian with olives, a side order of breadsticks and a 2 liter of coke",large,pizza_ordering.size.pizza.accept,ASSISTANT
"ok, so you are ordering 2 small pizzas with thin crust, one hawaiin, one meat lovers with extra bacon, is that correct?",one meat lovers,pizza_ordering.name.pizza.accept,ASSISTANT
"ok, i have asked for your pizzas to be gluten free.",gluten free,pizza_ordering.type.crust.accept,ASSISTANT
"Ok, I have your order in for a large, thin crust pepperoni and olive.",olive,pizza_ordering.type.topping.accept,ASSISTANT
"Oh, and can you make sure that they're both thin-crust pizzas? I like thin crust.","Oh, and can you make sur",pizza_ordering.type.crust.accept,USER
"A 14 inch pizza with red sauce, chicken, bell peppers, mushrooms, spinach and cheddar cheese. A large diet coke. A ceasar salad.",14 inch pizza,pizza_ordering.size.pizza.accept,ASSISTANT
Yeah. Hi. I wanted to place an order for pizzas at Bella Luna for pickup.,Bella Luna,pizza_ordering.name.store.accept,USER
Ok we have a Mega Max Pizza with Pepperoni and Sausage. Is that correct?,Mega Max Pizza,pizza_ordering.name.pizza.accept,ASSISTANT
I am craving a papa john pizza,papa john pizza,pizza_ordering.name.store.accept,USER
"ok, so you are ordering 3 gluten free medium pizzas, one with green olives and spicy italian sausage, one with pepperoni and extra cheese and one supreme with extra cheese, is that correct?",green olives,pizza_ordering.type.topping.accept,ASSISTANT
"Okay, that a large supreme pizza, heavy on the onions and banana peppers, hand tossed crust, with pepperoni, italian sausage, and ham with the regular sauce.",regular sauce,pizza_ordering.preference.accept,ASSISTANT
"so that's 4 medium gluten free pizzas, one supreme, one meat lovers, one garden, and one Seaside Delight right?",Seaside Delight,pizza_ordering.name.pizza.accept,ASSISTANT
"to confirm, you said you want 4 medium thin crust pizzas, 1 hawaiian, 1 pepperoni, 1 meat lovers and 1 peppers and onions.",meat lovers,pizza_ordering.name.pizza.accept,ASSISTANT
"Your order has been placed for a large thin crust pizza, with salami, pepperoni, onions and mushrooms",thin crust pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"2 medium pizzas, 1 chicken pesto pizza and 1 pineapple tropical pizza, both with extra cheese.",chicken pesto pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"I ordered one large thin crust three meat pizza with pepperoni, italian sausage, seasoned beef and extra mozzarella cheese.",thin crust,pizza_ordering.type.crust.accept,ASSISTANT
"the one next to our office, I would pick it up on the way home in about twenty minutes",the one next to our office,pizza_ordering.location.store.accept,USER
Let me repeat that one more time to be sure. Extra Large Florentine on wheat crust and I'm substituting the spinach for black olives. Correct.,black olives,pizza_ordering.type.topping.reject,ASSISTANT
"i have a ultimate cheese lovers pizza with sausage and onions, on pan crust cut into squares.",cut into squares.,pizza_ordering.preference.accept,ASSISTANT
Can I order a pizza from Bella Luna?,Bella Luna,pizza_ordering.name.store.accept,USER
"OK, I have ordered you one large Gotham Pizza. I have added ham instead of ground pizza. This will be at the Metro Pizza on Horizon Ridge.",Metro Pizza,pizza_ordering.name.store.accept,ASSISTANT
East End Pizza. They have the best specialty pies around.,East End Pizza,pizza_ordering.name.store.accept,USER
"Okay, you want a large, regular crust pizza, with garlic butter on the crust and topped with black olives and green peppers?",regular crust,pizza_ordering.type.crust.accept,ASSISTANT
I would like to order from Pizzeria Bianco,Pizzeria Bianco,pizza_ordering.name.store.accept,USER
"Okay. I've got a large pizza with pepperoni, mushrooms, olives and extra cheese. its that correct?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"Okay, you are ordering a Butchers Choice pizza with thick crust and a basil afterbake, is that correct?",basil afterbake,pizza_ordering.preference.accept,ASSISTANT
"Great! I've got 4 Large Pizzas with thin crust. 2 pizzas contain pepperoni and Anchovies, 2 others have Pepperoni and olives coming from Round Table. Does that sound right Boss?",Pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
i think two larges would be just fine,larges,pizza_ordering.size.pizza.accept,USER
"Great, you are ordering 2 medium pizzas with extra cheese, 1 onion and 1 sausage pepperoni, is that correct?",sausage,pizza_ordering.type.topping.accept,ASSISTANT
"I am craving their meat lover, plus some anchovies on top",meat lover,pizza_ordering.name.pizza.accept,USER
"You have ordered a medium sized pan pizza, with barbequwe sauce instead of marinara, and for the toppings you have chicken and bacon.",barbequwe sauce,pizza_ordering.preference.accept,ASSISTANT
"then I will order a medium size extramostbestest veggie with green peppers and black olives and you can pick that up at 21 bedford st, harrisburg",green peppers,pizza_ordering.type.topping.accept,ASSISTANT
Yes can I have extra Marinera,extra Marinera,pizza_ordering.preference.accept,USER
"ok, you are ordering 4 medium gluten free pizzas, 1 cheese, 1 bbq chicken, 1 veggie lovers, and 1 pineapple, sausage, green peppers, onion, and extra olives, is that correct?",pineapple,pizza_ordering.type.topping.accept,ASSISTANT
Papa John's.,Papa John's,pizza_ordering.name.store.accept,USER
"This pizza is pretty complete . Half margherita with kalamata olives and half calzone with ricotta, mozzarella, crumbled wood-fired sausage, and roasted peppers , it has all I need .",ricotta,pizza_ordering.type.topping.accept,USER
"Sure thing. I am placing an order for one large pizza with mozzarella cheese and red sauce with anchovies, mushrooms, and onions. Anything-else?",anchovies,pizza_ordering.type.topping.accept,ASSISTANT
3 mediums with thick crust and jalapeno. Your order will be ready in 30 minutes and you'll get the receipt via mobile.,thick crust,pizza_ordering.type.crust.accept,ASSISTANT
"Yeah, your getting a large spinach alfredo pizza.",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Ok I have a large pan pizza, supreme with extra onions.",pan pizza,pizza_ordering.name.pizza.accept,ASSISTANT
I wanna order an NYPD Pizza,NYPD Pizza,pizza_ordering.name.store.accept,USER
"so, you said 2 medium Hawaiian pizzas with thin crust. is that all?",thin crust. is,pizza_ordering.type.crust.accept,ASSISTANT
I would like a plain pie with mushrooms and pepperoni,plain pie,pizza_ordering.name.pizza.accept,USER
"So that's one large supreme pizza with salami instead of seasoned pork from Pizza Hut on Bay Street, for pickup.",seasoned pork,pizza_ordering.type.topping.accept,ASSISTANT
Large or small Calzone?,Calzone,pizza_ordering.name.pizza.accept,ASSISTANT
"Yes, I would like a Ham and pineapple pizza.",Ham and pineapple pizza.,pizza_ordering.name.pizza.accept,USER
The order is complete and will be ready for pick up in 25 minutes.,The order is complete and will be ready for pick up in 25 minutes,pizza_ordering.pizza_order.accept,ASSISTANT
"Bufflo chicken, regular chicken, baccon",regular chicken,pizza_ordering.type.topping.accept,USER
"Onions instead of black olives, got it.","black olives,",pizza_ordering.type.topping.reject,USER
"Your order has been placed. It will be ready in 25 minutes at the Pizza Boli’s at 12949 Wisteria Dr, Germantown, MD 20874. A receipt confirmation will be sent to your phone shortly.","12949 Wisteria Dr, Germantown, MD 20874.",pizza_ordering.location.store.accept,ASSISTANT
"So I have 4 large gluten free pizzas, a chicken bbq with bacon, double olives, green pepper,and mushrooms. Triple Cheese, no meat, green peppers and mushrooms, tomatoes, black olives, and spinach for the second one. The third one has Light cheese and extra sauce, it's a meatlovers with double pepperoni, and finally, a double mozzerella, provolone, and double feta pizza. Is that all?",spinach,pizza_ordering.type.topping.accept,ASSISTANT
"so i've changed your order so it is as follows. 2 small pizzas, 1 with pepperoni, olives, green peppers, and 1 meat lovers, both with gluten free crust.",olives,pizza_ordering.type.topping.accept,ASSISTANT
I want to order pizza for Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,USER
"OK, so that's one large pizza with pepperoni and mushrooms and one large with green peppers and red onions and an order of cheese sticks.",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
Definitely pizza hut,pizza hut,pizza_ordering.name.store.accept,USER
I want the large please.,large,pizza_ordering.size.pizza.accept,USER
"Okay, to confirm: your ordering extra large pepperoni pizza with extra cheese and 2 liter Diet Pepsi on the side. Everything looks correct?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"Your order has been placed for a large thin crust pizza, with salami, pepperoni, onions and mushrooms",onions,pizza_ordering.type.topping.accept,ASSISTANT
"so 2 medium chicken bbq pizzas with thin crust, correct?",thin crust,pizza_ordering.type.crust.accept,ASSISTANT
"I apologize, but they don't have any sausage in stock currently.",sausage,pizza_ordering.type.topping.reject,ASSISTANT
Can you check if they have Pineaple then?,Pineaple,pizza_ordering.type.topping.accept,USER
"sure, 4 large gluten free crust pizzas, 2 meatlovers, 2 chicken bbq.",chicken bbq,pizza_ordering.name.pizza.accept,ASSISTANT
"Ok. I have a large veggie pizza with mushrooms, peppers, onions, broccoli, and olives, a Louis Street Pizza, both with regular and gluten free crust. Your total is $27.71. Your receipt will be sent to your mobile device via text message. Can I help you with anything else?",Louis Street Pizz,pizza_ordering.name.pizza.accept,ASSISTANT
"3 large pizzas, one hawaiian, one meat lovers with extra toppings, and one veggie lovers.",meat lovers,pizza_ordering.name.pizza.accept,ASSISTANT
